lambda,second_max_cluster_size_mean,second_max_cluster_size_std,third_max_cluster_size_mean,third_max_cluster_size_std,fourth_max_cluster_size_mean,fourth_max_cluster_size_std,fifth_max_cluster_size_mean,fifth_max_cluster_size_std
0.8607999999999981,0.0376187108039855,0.0330522023524363,0.0170667754173278,0.0143758295481985,0.0105661149978637,0.0083479936542103,0.0074781072616577,0.0054088942454239
0.8608999999999981,0.0369159132957458,0.0326152189287461,0.0164714921951293,0.013748013225775,0.0101925408363342,0.0078472924250098,0.0072234376907348,0.005132194171219
0.8609999999999981,0.0325788299560546,0.0311084497637488,0.0144528852462768,0.0128724830123624,0.0089253723144531,0.0072749593224318,0.0063091658592224,0.0045644816928815
0.8610999999999981,0.0243427494049072,0.0273840138061749,0.0106169986724853,0.0106732207796966,0.0064803240776062,0.0054175194329629,0.0046438460350036,0.0033632830897305
0.8611999999999981,0.0164391462326049,0.02011802980132,0.0074084048271179,0.0070643224617218,0.0047231375694274,0.0035822233256112,0.0034760781288146,0.0022027293002415
0.8612999999999981,0.0143630599975585,0.0180738372097096,0.0063682130813598,0.0058675025178957,0.0041939148902893,0.0031637432293629,0.0031230123519897,0.0019430831309331
0.8613999999999981,0.0085857620239257,0.0101881891282791,0.0040366784095764,0.0029620918984447,0.0027745600700378,0.0016851630798405,0.0021397042274475,0.0010808758245254
0.861499999999998,0.0074285812377929,0.0080121615902807,0.0036660944938659,0.0027583495533021,0.0025259105682373,0.0015188684213651,0.0019707746505737,0.0010323919025894
0.861599999999998,0.0071879779815673,0.0081626350195671,0.0035474995613098,0.0025437721471339,0.0024190648078918,0.0013463678681688,0.0018782767295837,0.0008901841025082
0.861699999999998,0.0066396301269531,0.0067613720052116,0.0033258253097534,0.0022495580225703,0.0023158690452575,0.0012407013129917,0.0018038401603698,0.0008365492286315
0.861799999999998,0.0057243642807006,0.0055995364186215,0.0029127156257629,0.001919556729943,0.0020561594963073,0.0010691907715784,0.0016165127754211,0.0007246891935103
0.861899999999998,0.0048734542846679,0.004547912943497,0.0025678909301757,0.0016826353412253,0.0018235586166381,0.0009437897262244,0.0014356205940246,0.0006423276755089
0.861999999999998,0.0042668385505676,0.003917839440883,0.0022708064079284,0.0013224653205178,0.001639416027069,0.0007885484006476,0.0013039371490478,0.0005346218351267
0.862099999999998,0.0037143224716186,0.0032324107830228,0.001993352985382,0.0011728785217003,0.0014474383354187,0.0006762318152368,0.0011547446250915,0.0004654113628807
